P0, 114.49, 1
P1, 8.24, 5
P2, 87.09, 2
P3, 67.99, 4
P4, 56.59, 4
P5, 105.38, 2
P6, 110.80, 1
P7, 77.32, 3
P8, 9.81, 3
P9, 104.94, 1
P10, 112.04, 3
P11, 30.06, 5
P12, 33.38, 3
P13, 71.81, 1
P14, 13.36, 3
P15, 23.86, 5
P16, 107.18, 1
P17, 15.47, 1
P18, 19.81, 3
P19, 23.46, 5
P20, 100.37, 2
P21, 68.24, 4
P22, 104.82, 5
P23, 70.96, 3
P24, 40.11, 2
P25, 83.90, 3
P26, 20.26, 2
P27, 71.50, 5
P28, 44.33, 2
P29, 7.08, 5
P30, 118.26, 4
P31, 75.23, 2
P32, 79.06, 1
P33, 95.95, 3
P34, 4.29, 4
P35, 54.47, 1
P36, 38.26, 2
P37, 4.28, 4
P38, 35.78, 5
P39, 104.39, 4
P40, 3.56, 3
P41, 68.13, 5
P42, 28.14, 2
P43, 14.21, 5
P44, 52.27, 5
P45, 55.39, 4
P46, 18.27, 3
P47, 89.25, 5
P48, 104.82, 1
P49, 16.93, 3
P50, 20.59, 4
P51, 28.25, 1
P52, 31.75, 1
P53, 98.81, 4
P54, 100.19, 4
P55, 19.40, 3
P56, 103.81, 5
P57, 46.56, 4
P58, 61.89, 2
P59, 106.94, 4
P60, 86.52, 4
P61, 97.73, 4
P62, 103.98, 4
P63, 45.02, 3
P64, 116.02, 3
P65, 63.89, 1
P66, 17.84, 2
P67, 56.35, 3
P68, 48.44, 3
P69, 53.68, 1
P70, 39.35, 2
P71, 21.41, 3
P72, 116.98, 2
P73, 61.01, 5
P74, 96.35, 2
P75, 98.90, 4
P76, 12.77, 3
P77, 30.74, 2
P78, 95.67, 1
P79, 79.70, 5
P80, 13.54, 5
P81, 11.75, 4
P82, 20.63, 3
P83, 88.95, 5
P84, 101.61, 5
P85, 26.78, 5
P86, 112.91, 3
P87, 94.79, 4
P88, 58.24, 3
P89, 105.34, 5
P90, 50.87, 3
P91, 36.19, 1
P92, 70.50, 4
P93, 42.41, 3
P94, 50.37, 3
P95, 7.71, 3
P96, 61.42, 4
P97, 34.42, 1
P98, 3.95, 1
P99, 110.91, 1
P100, 9.54, 1
P101, 69.77, 2
P102, 54.22, 1
P103, 8.54, 5
P104, 57.02, 3
P105, 70.65, 5
P106, 98.19, 2
P107, 15.83, 4
P108, 39.04, 3
P109, 112.50, 2
P110, 35.24, 2
P111, 109.99, 3
P112, 21.84, 1
P113, 37.06, 3
P114, 35.42, 1
P115, 8.65, 4
P116, 22.31, 2
P117, 113.57, 5
P118, 11.77, 1
P119, 60.38, 3
P120, 39.56, 4
P121, 63.57, 3
P122, 95.46, 3
P123, 10.27, 5
P124, 69.95, 1
P125, 100.70, 3
P126, 13.27, 3
P127, 47.02, 4
P128, 15.29, 1
P129, 87.49, 5
P130, 21.89, 2
P131, 81.50, 4
P132, 51.93, 5
P133, 7.26, 3
P134, 20.01, 3
P135, 99.65, 3
P136, 44.93, 4
P137, 66.90, 4
P138, 29.01, 5
P139, 77.53, 1
P140, 47.19, 1
P141, 64.80, 5
P142, 115.23, 3
P143, 99.01, 1
P144, 92.61, 3
P145, 53.57, 4
P146, 44.25, 5
P147, 57.77, 1
P148, 57.90, 4
P149, 118.89, 2
P150, 98.06, 1
P151, 38.22, 2
P152, 89.97, 2
P153, 97.33, 5
P154, 9.02, 4
P155, 3.80, 2
P156, 63.27, 5
P157, 97.82, 2
P158, 82.15, 2
P159, 68.80, 4
P160, 25.17, 5
P161, 27.83, 4
P162, 13.85, 4
P163, 101.39, 3
P164, 36.01, 4
P165, 69.80, 1
P166, 117.74, 3
P167, 82.80, 1
P168, 100.29, 3
P169, 56.68, 5
P170, 81.45, 5
P171, 26.45, 5
P172, 34.67, 4
P173, 43.98, 4
P174, 64.84, 1
P175, 86.97, 1
P176, 99.51, 5
P177, 22.88, 2
P178, 3.24, 1
P179, 85.11, 2
P180, 108.88, 4
P181, 21.04, 5
P182, 71.20, 4
P183, 72.46, 1
P184, 99.87, 1
P185, 9.15, 4
P186, 64.54, 1
P187, 44.44, 4
P188, 116.19, 4
P189, 55.58, 3
P190, 15.55, 2
P191, 30.28, 1
P192, 36.29, 5
P193, 53.78, 5
P194, 69.45, 3
P195, 19.42, 1
P196, 84.35, 5
P197, 104.53, 3
P198, 55.87, 1
